Category,Message
ham,am i that much bad to avoid like this
ham,thats cool how was your day
ham,are you going to wipro interview today
ham,wheres my boytoy i miss you  what happened
ham,wrong phone this phone i answer this one but assume the other is people i dont well
ham,nt yet chikkusimple habbahw abt u
ham,guess he wants alone time we could just show up and watch when they do
ham,hey are you going to quit soon xuhui and i working till end of the month 
ham,fuck babe  i miss you already you know  cant you let me send you some money towards your net  i need you  i want you  i crave you 
ham,it didnt work again oh ok goodnight then ill fix and have it ready by the time you wake up you are very dearly missed have a good night sleep
ham,3 pa but not selected
ham,apps class varaya elaya
ham,all e best 4 ur driving tmr 
spam,dear voucher holder have your next meal on us use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp
ham,hi  where are you were at  and theyre not keen to go out i kind of am but feel i shouldnt so can we go out tomo dont mind do you
ham,u guys never invite me anywhere 
ham,i wont touch you with out your permission
spam,urgent your mobile number  won a 2000 bonus caller prize on 100603 this is the 2nd attempt to reach you call 09066368753 asap box 97n7qp 150ppm
ham,or i go home first lar  wait 4 me lor i put down my stuff first
ham,ok
ham,i will take care of financial problemi will help
ham,im not sure if its still available though
ham,i cant pick the phone right now pls send a message
ham,cool so how come you havent been wined and dined before
ham,i know a few people i can hit up and fuck to the yes
ham,nothing but we jus tot u would ask cos u ba gua but we went mt faber yest yest jus went out already mah so today not going out jus call lor
ham,when did you get to the library
ham,then u drive lor
ham,reading gud habit nan bari hudgi yorge pataistha ertini kano
ham,please protect yourself from ethreats sib never asks for sensitive information like passwordsatmsms pin thru email never share your password with anybody
ham,my mobile numberpls sms ur mail idconvey regards to achanammarakheshqatar
spam,win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit wwwwin82050couk
ham,yeah wheres your class at
ham,ho ho  big belly laugh see ya tomo
spam,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call 09061104283 tscs wwwsmsconet 150pm approx 3mins
ham,god asked what is forgiveness a little child gave lovely reply
ham,i think the other two still need to get cash but we can def be ready by 9
ham,nope im still in the market
spam,ur balance is now 500 ur next question is who sang uptown girl in the 80s  2 answer txt ur answer to 83600 good luck
ham,yup song bro no creative neva test quality he said check review online
spam,dear voucher holder to claim this weeks offer at your pc please go to httpwwwwtlpcouktext tscs apply
ham,hello thanx for taking that call i got a job starts on monday
ham,you will go to walmart ill stay
ham,er mw im filled tuth is aight
ham,ok darlin i supose it was ok i just worry too muchi have to do some film stuff my mate and then have to babysit again but you can call me therexx
ham,ok not sure what time tho as not sure if can get to library before class will try see you at some point have good eve
ham,i tot u outside cos darren say u come shopping of course we nice wat we jus went sim lim look at mp3 player
ham,aiya we discuss later lar pick  up at 4 is it
spam,want the latest video handset 750 anytime any network mins half price line rental reply or call 08000930705 for delivery tomorrow
ham,cool we shall go and see have to go to tip anyway are you at home got something to drop in later so lets go to town tonight maybe mum can take us in
ham,he is there you call and meet him
ham,rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday
spam,u have a secret admirer reveal who thinks u r so special call 09065174042 to opt out reply reveal stop 150 per msg recd cust care 07821230901
ham,no my mum went 2 dentist
ham,my sister in law hope you are having a great month just saying hey abiola
ham,babe  how goes that day  what are you doing  where are you  i sip my cappuccino and think of you my love  i send a kiss to you from across the sea
ham,only if you promise your getting out as soon as you can and youll text me in the morning to let me know you made it in ok
ham,sorry ill call later
ham,hey babe far 2 spunout 2 spk at da mo dead 2 da wrld been sleeping on da sofa all day
ham,i am late i will be there at
ham,what you did in  leave
ham, give me some time to walk there
ham,am i that much dirty fellow
ham,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here that  ltgt  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that
ham,k tell me anything about you
ham,gumbys has a special where a  ltgt  cheese pizza is 2 so i know what were doin tonight
ham,you have registered sinco as payee log in at icicibankcom and enter urn  ltgt  to confirm beware of frauds do not share or disclose urn to anyone
ham,the search 4 happiness is 1 of d main sources of unhappiness accept life the way it comes u will find happiness in every moment u live
ham,i could ask carlos if we could get more if anybody else can chip in
spam,win a 200 shopping spree every week starting now 2 play text store to 88039 skilgme tscs08714740323 1winawk age16 150perweeksub
ham,sorry  was at the grocers
ham,oooh bed ridden ey what are you thinking of
ham,our ride equally uneventful  not too many of those pesky cyclists around at that time of night 
ham,total video converter free download type this in google search
ham,is xy going 4 e lunch
ham,shall i bring us a bottle of wine to keep us amused only joking ill bring one anyway
ham,how stupid to say that i challenge godyou dont think at all on what i write instead you respond immed
ham,please leave this topicsorry for telling that
ham,just hopeing that wasnt too pissed up to remember and has gone off to his sisters or something
ham,ok i only ask abt e movie u wan ktv oso
ham,or ill be a little closer like at the bus stop on the same street
ham,pansy youve been living in a jungle for two years its my driving you should be more worried about
ham,wait thats still not all that clear were you not sure about me being sarcastic or that thats why x doesnt want to live with us
ham,sorry dude dont know how i forgot even after dan reminded me sorry hope you guys had fun
ham,i love to cuddle i want to hold you in my strong arms right now
ham,no she didnt i will search online and let you know
spam,you will recieve your tone within the next 24hrs for terms and conditions please see channel u teletext pg 750
ham,im used to it i just hope my agents dont drop me since ive only booked a few things this year this whole me in boston them in nyc was an experiment
ham,i taught that ranjith sir called me so only i sms like that becaus hes verifying about project prabu told today so only pa dont mistake me
ham,neft transaction with reference number  ltgt  for rs ltdecimalgt  has been credited to the beneficiary account on  ltgt  at  lttimegt  ltgt
spam,cds 4u congratulations ur awarded 500 of cd gift vouchers or 125 gift guaranteed  freeentry 2 100 wkly draw xt music to 87066 tncs wwwldewcom1win150ppmx3age16 
ham,merry christmas to you too babe i love ya kisses
ham,how much you got for cleaning
ham,alex says hes not ok with you not being ok with it
ham,was gr8 to see that message so when r u leaving congrats dear what school and wat r ur plans
ham,cool what time you think you can get here
ham,joys father is john then john is the name of joys father mandan
ham,swhrt how u deyhope ur ok tot about u 2daylove n misstake care
spam,urgent call 09066649731from landline your complimentary 4 ibiza holiday or 10000 cash await collection sae tcs po box 434 sk3 8wp 150ppm 18
ham,i am sorry it hurt you
ham,goodnight da thangam i really miss u dear
ham,he will you guys close
spam,text pass to 69669 to collect your polyphonic ringtones normal gprs charges apply only enjoy your tones
ham,jays getting really impatient and belligerent
ham,ya very nice  be ready on thursday
ham,especially since i talk about boston all up in my personal statement lol i woulda changed that if i had realized it said nyc it says boston now
ham,ok lor anyway i thk we cant get tickets now cos like quite late already u wan 2 go look 4 ur frens a not darren is wif them now
ham,that seems unnecessarily affectionate
ham,ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly love me xxx
ham,im turning off my phone my moms telling everyone i have cancer and my sister wont stop calling it hurts to talk cant put up with it see u when u get home love u
ham,sorry i guess whenever i can get a hold of my connections maybe an hour or two ill text you
ham,when are you going to ride your bike
ham,yeah probably but not sure ilol let u know but personally i wuldnt bother then again if ur goin to then i mite as well
ham,here got ur favorite oyster n got my favorite sashimi ok lar i dun say already wait ur stomach start rumbling
spam,cashbincouk get lots of cash this weekend wwwcashbincouk dear welcome to the weekend we have got our biggest and best ever cash give away these
ham,i know where the  ltgt  is ill be there around 5
ham,i can ask around but theres not a lot in terms of mids up here
ham,tell your friends what you plan to do on valentines day  lturlgt
ham,yes rent is very expensive so its the way we save
spam,summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just reply summer now free 2 join optout txt stop help08714742804
ham,solve d case  a man was found murdered on  ltdecimalgt  ltgt  afternoon 1his wife called police 2police questioned everyone 3wife siri was sleeping when the murder took place 4cook i was cooking 5gardener i was picking vegetables 6housemaid i went 2 d post office 7children we went 2 play 8neighbour we went 2 a marriage police arrested d murderer immediately whos it reply with reason if u r brilliant
ham,not directly behind abt 4 rows behind 
ham,i know dat feelin had it with pete wuld get with em  nuther place nuther time mayb
ham,don know i didt msg him recently
ham,i want to be there so i can kiss you and feel you next to me
spam,thanks for your ringtone order reference t91 you will be charged gbp 4 per week you can unsubscribe at anytime by calling customer services on 09057039994
ham,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear
ham,oooh i got plenty of those
ham,i am great how are you
ham,hello my love how goes that day  i wish your well and fine babe and hope that you find some job prospects i miss you boytoy  a teasing kiss
ham,gods love has no limit gods grace has no measure gods power has no boundaries may u have gods endless blessings always in ur life gud ni8
ham,in case you wake up wondering where i am i forgot i have to take care of something for grandma today should be done before the parade
ham,i have many dependents
ham,got ur mail dileepthank you so muchand look forward to lots of supportvery less contacts hereremember one venugopal you mentionedtomorrow if not latei shall try to come up till theregoodnight dear
ham,thinking of u  x
ham,hi my email address has changed now it is 
ham,photoshop makes my computer shut down
ham,da is good good playerwhy he is unsold
ham,u dun say so early hor u c already then say
ham,ahhhhjust woken uphad a bad dream about u thoso i dont like u right now  i didnt know anything about comedy night but i guess im up for it
ham,blank is blank but wat is blank lol
ham,and several to you sir
ham,thanx yup we coming back on sun finish dinner going back 2 hotel now time flies were tog 4 exactly a mth today hope well haf many more mths to come
ham,thnx dude u guys out 2nite
ham,i want to send something that can sell fast  ltgt k is not easy money
ham,and i dont plan on staying the night but i prolly wont be back til late
ham,as per your request melle melle oru minnaminunginte nurungu vettam has been set as your callertune for all callers press 9 to copy your friends callertune
ham,but i have to i like to have love and arrange
ham,ive reached home finally
spam,important information 4 orange user 0796xxxxxx today is ur lucky day2 find out why log onto httpwwwurawinnercom theres a fantastic prizeawaiting you
ham,got itmail panren paru
spam,tone club your subs has now expired 2 resub reply monoc 4 monos or polyc 4 polys 1 weekly  150p per week txt stop 2 stop this msg free stream 0871212025016
ham,wot is u up 2 then bitch
ham,sounds like there could be a lot of time spent in that chastity device boy  grins  or take your beatings like a good dog going to lounge in a nice long bath now 
ham,u horrible gal u knew dat i was going out wif him yest n u still come n ask me
ham,thanks it was only from tescos but quite nice all gone now speak soon 
ham,ya toldshe was asking wats matter
ham,its ok if anybody asks abt me u tel themp
spam,welcome please reply with your age and gender to begin eg 24m
ham,that means get the door
ham,i dunno they close oredi not  v ma fan
ham,no that just means you have a fat head
ham,still otside leu come 2morrow maga
spam,free2day sexy st georges day pic of jordantxt pic to 89080 dont miss out then every wk a saucy celeb4 more pics c pocketbabecouk 0870241182716 3wk
spam,spook up your mob with a halloween collection of a logo  pic message plus a free eerie tone txt card spook to 8007 zed 08701417012150p per logopic
ham,yo sorry was in the shower sup
spam,you are a winner u have been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810
ham,sorry about earlier putting out firesare you around to talk after 9 or do you actually have a life lol
ham,hostbased idps for linux systems
ham,why dont you wait til at least wednesday to see if you get your 
spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more infowww100percentrealcom
spam,i want some cock my hubbys away i need a real man 2 satisfy me txt wife to 89938 for no strings action txt stop 2 end txt rec 150ea otbox 731 la1 7ws 
spam,hi 07734396839 ibh customer loyalty offer the new nokia6600 mobile from only 10 at txtauctiontxt wordstart to no81151  get yours now4t
ham,if india win or level series means this is record
ham,probably gonna swing by in a wee bit
ham,im reaching home in 5 min
ham,umma my life and vava umma love you lot dear
ham,daddy will take good care of you 
spam,check out choose your babe videos  smsshsexnetun fgkslpopw fgkslpo
ham,how do you guys go to see movies on your side
ham,yeah i dont see why not
ham,at 7 we will go ok na
ham,those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
ham,theres no point hangin on to mr not right if hes not makin u happy
ham,helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng
ham, collecting ur laptop then going to configure da settings izzit
ham,annoying isnt it
ham,easy ahsen got selected means its good
spam,our brand new mobile music service is now live the free music player will arrive shortly just install on your phone to browse content from the top artists
ham,finally it has happened aftr decades beer is now cheaper than petrol the goverment expects us to drink   but dont drive 
ham,good afternoon my boytoy how goes that walking here and there day  did you get that police abstract are you still out and about i wake and miss you babe
ham,just send a text well skype later
ham,yup  not comin 
ham,actually i decided i was too hungry so i havent left yet v
spam,goldviking 29m is inviting you to be his friend reply yes762 or no762 see him wwwsmsacugoldviking stop send stop frnd to 62468
ham,well i was about to give up cos they all said no they didnt do one nighters i persevered and found one but it is very cheap so i apologise in advance it is just somewhere to sleep isnt it
ham,good morning at the repair shopthe only reason im up at this hour
ham,its reassuring in this crazy world
ham,theyre doing it to lots of places only hospitals and medical places are safe
ham,we have sent jd for customer service cum accounts executive to ur mail id for details contact us
ham,oh howda gud gud mathe en samachara chikku
ham,gran onlyfound out afew days agocusoon honi
ham,your gonna be the death if me im gonna leave a note that says its all robs fault avenge me
ham,sweet heart how are you
ham,yeah my usual guys out of town but therere definitely people around i know
ham,ltgt  is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas  ltgt  good mornings afternoons evenings nights rememberi am the first to wishing u all theseyours raj
ham,please tell me you have some of that special stock you were talking about
ham,keep my payasam there if rinu brings
ham,i pocked you up there before
ham,remember on that day
ham,am watching house  very entertaining  am getting the whole hugh laurie thing  even with the stick  indeed especially with the stick
ham,ok set let u noe e details later
ham,haha awesome be there in a minute
ham,i love your ass do you enjoy doggy style 
ham,hey ive booked the pilates and yoga lesson already haha
ham,happened here while you were adventuring
ham,im on the bus love you
ham,all done all handed in dont know if mega shop in asda counts as celebration but thats what im doing
ham,sorry ill call later in meeting
ham,you have to pls make a note of all shes exposed to also find out from her school if anyone else was vomiting is there a dog or cat in the house let me know later
ham,waiting for your call
ham,dont show yourself how far put new pictures up on facebook
ham,sad story of a man  last week was my bday my wife didnt wish me my parents forgot n so did my kids  i went to work even my colleagues did not wish as i entered my cabin my pa said  happy bday boss  i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute   ok i sed in a sexy mood she came out 5 minuts latr wid a caken my wife my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked
ham,huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale  
ham,under the sea there lays a rock in the rock there is an envelope in the envelope there is a paper on the paper there are 3 words 
ham,k ill work something out
ham,reason is if the team budget is available at last they buy the unsold players for at base rate
ham,i havent add  yet right 
ham,oops sorry just to check that you dont mind picking me up tomo at half eight from station would that be ok
spam,urgent please call 09061743810 from landline your abta complimentary 4 tenerife holiday or 5000 cash await collection sae tcs box 326 cw25wx 150 ppm
ham,mostly sports typelyk footblcrckt
spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more infowww100percentrealcom
ham,anyway holla at me whenever youre around because i need an excuse to go creep on people in sarasota
ham,thats cool i liked your photos you are very sexy
ham,ill text carlos and let you know hang on
ham,i fetch yun or u fetch
ham,sorry ill call later
ham,bloody hell cant believe you forgot my surname mr  ill give u a clue its spanish and begins with m 
ham,i had askd u a question some hours before its answer
ham,sary just need tim in the bollox it hurt him a lot so he tol me
ham,i hate when she does this she turns what should be a fun shopping trip into an annoying day of how everything would look in her house
ham,so lets make it saturday or monday as per convenience
ham,no other valentines huh the proof is on your fb page ugh im so glad i really didnt watch your rupaul show you tool
ham,juz go google n search 4 qet
ham,im at work please call
ham,its ok called mom instead have fun
ham,i dun thk ill quit yet hmmm can go jazz  yogasana oso can we can go meet em after our lessons den 
ham,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz
spam,ur hmv quiz cashbalance is currently 500  to maximize ur cashin now send hmv1 to 86688 only 150pmsg
ham,guy no flash me now if you go call me call me how madam take care oh
ham,only just got this message not ignoring you yes i was shopping that is
ham,a boy was late 2 home his father power of frndship
ham,i career tel have added u as a contact on indyarockscom to send free sms to remove from phonebook  sms no to  ltgt
ham,idea will soon get converted to live
ham,no management puzzeles
ham,hi finally i completed the course
ham,how are you babes hope your doing ok i had a shit nights sleep i fell asleep at 5im knackered and im dreading work tonight what are thou upto tonight x
ham,if u laugh really loud if u talk spontaneously if u dont care what others feel u are probably with your dear amp best friends goodevening dear
spam,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed 1000 cash or 5000 prize
ham,im coming back on thursday yay is it gonna be ok to get the money cheers oh yeah and how are you everything alright hows school or do you call it work now
ham,ssi thinl role is like sachinjust standing others have to hit
spam,accordingly i repeat just text the word ok on your mobile phone and send
ham,ive got ten bucks jay is being noncomittal
ham,hi darlin ive just got back and i had a really nice night and thanks so much for the lift see u tomorrow xxx
ham,what do u want when i come backa beautiful necklace as a token of my heart for youthats what i will give but only to my wife of my likingbe that and seeno one can give you thatdont call mei will wait till i come
ham,sometimes we put walls around our heartsnot just to be safe from getting hurt but to find out who cares enough to break the walls amp get closer goodnoon
ham,ok every night take a warm bath drink a cup of milk and youll see a work of magic you still need to loose weight just so that you know
ham,how are you its been ages hows abj
ham,have you seen whos back at holby
spam,wan2 win a meetgreet with westlife 4 u or a m8 they are currently on what tour 1unbreakable 2untamed 3unkempt text 12 or 3 to 83049 cost 50p std text
ham,sorry pa i dont knw who ru pa
ham,is there coming friday is leave for pongaldo you get any news from your work place
ham,kthen any other special
ham,shit babe thasa bit messed upyeh
ham,im just wondering what your doing right now
ham,i know im lacking on most of this particular dramastorms details but for the most part im not worried about that
ham,em its olowoyey uscedu have a great time in argentina not sad about secretary everything is a blessing
ham,goodmorning today i am late for 2hrs because of back pain
ham,great p diddy is my neighbor and comes for toothpaste every morning
spam,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16
ham,wat r u doing
ham,rofl its true to its name
ham,ok so april cant wait
spam,themobyo yo yohere comes a new selection of hot downloads for our members to get for free just click  open the next link sent to ur fone
ham,come to medical college at 7pm forward it da
ham,new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct
ham,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no
spam,ur awarded a city break and could win a 200 summer shopping spree every wk txt store to 88039skilgmetscs087147403231winawkage16150perwksub
ham, bot notes oredi cos i juz rem i got
ham,i ask if u meeting da ge tmr nite
ham,so  pay first lar then when is da stock comin
ham,good morning pookie pie lol hope i didnt wake u up
ham,dear are you angry i was busy dear
ham,can you let me know details of fri when u find out cos im not in tom or fri mentionned chinese thanks
ham,smith waste dai wanna gayle
ham,oh god i am happy to see your message after 3 days
ham,oh great ill disturb him more so that we can talk
ham,sorry sent blank msg again yup but trying 2 do some serious studying now
ham,just got up have to be out of the room very soon  i hadnt put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7 wahay another hour in bed
ham,your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply
ham,i think were going to finns now come
spam,mila age23 blonde new in uk i look sex with uk guys if u like fun with me text mtalk to 6986618  30pptxt 1st 5free 150 increments help08718728876
ham,they are just making it easy to pay back i have  ltgt yrs to say but i can pay back earlier you get
spam,your weekly coolmob tones are ready to download this weeks new tones include 1 crazy frogaxel f 2 akonlonely 3 black eyeddont p more info in n
ham,hey you can pay with salary de only  ltgt 
ham,a guy who gets used but is too dumb to realize it
ham,nobut heard abt tat
ham,oh all have to come ah
ham,just getting back home
ham,night night see you tomorrow
ham,noooooooo please last thing i need is stress for once in your life be fair
ham,yar lor wait 4 my mum 2 finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee
ham,my sister going to earn more than me da
spam,customer service announcement we recently tried to make a delivery to you but were unable to do so please call 07090298926 to reschedule ref9307622
ham,well if im that desperate ill just call armand again
ham,lmao but its so fun
spam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts call mobileupd8 08001950382 or call2optout674
ham,by march ending i should be ready but will call you for sure the problem is that my capital never complete how far with you hows work and the ladies
spam,500 free text msgs just text ok to 80488 and well credit your account
ham,guai  shd haf seen him when hes naughty  so free today can go jogging
ham,hey babe hows it going  did you ever figure out where your going for new years 
ham,also north carolina and texas atm you would just go to the gre site and pay for the test results to be sent
spam,sorry i missed your call lets talk when you have the time im on 07090201529
ham,lol wtf random btw is that your lunch break
ham,if you dont respond imma assume youre still asleep and imma start calling n shit
ham,sorry datoday i wont come to playi have driving clas
ham,mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola
ham,yeah i am so ill leave maybe 7ish
ham,enjoy ur life  good night
ham,were on the opposite side from where we dropped you off
spam,500 new mobiles from 2004 must go txt nokia to no 89545  collect yours todayfrom only 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
ham,stupidits not possible
ham,ill probably be by tomorrow or even later tonight if somethings going on
ham,kothi print out marandratha
ham,hi mom we might be back later than  ltgt 
ham,sorry man accidentally left my phone on silent last night and didnt check it til i got up
ham,you still around looking to pick up later
ham,kkim also finewhen will you complete the course
ham,today is accept dayu accept me as brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy
ham,ok lor
ham,i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me
spam,had your mobile 10 mths update to the latest cameravideo phones for free keep ur same number get extra free minstexts text yes for a call
ham,hi missed your call and my mumhas beendropping red wine all over theplace what is your adress
spam,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service
spam,id like to tell you my deepest darkest fantasies call me 09094646631 just 60pmin to stop texts call 08712460324 nat rate
ham,probably not im almost out of gas and i get some cash tomorrow
ham,dear we got  ltgt  dollars hi hi
ham,dude u knw also teluguthts gudk gud nyt
ham,its ok my arm is feeling weak cuz i got a shot so we can go another time
ham,i only work from mon to thurs but sat i cant leh booked liao which other day u free
ham,watching cartoon listening music amp at eve had to go temple amp church what about u
ham,you still coming tonight
ham,every king was once a crying baby and every great building was once a map not imprtant where u r today but where u wil reach tomorw gud ni8
ham,havent heard anything and hes not answering my texts so im guessing he flaked that said the jb is fantastic
ham,nothin comes to my mind  help me buy hanger lor ur laptop not heavy
spam,as one of our registered subscribers u can enter the draw 4 a 100 gb gift voucher by replying with enter to unsubscribe text stop
ham,hi im having the most relaxing time ever we have to get up at 7am every day was the party good the other night i get home tomorrow at 5ish
ham,will purchase d stuff today and mail to you do you have a po box number
ham,good words but words may leave u in dismay many times
ham,okay ive seen it so i should pick it on friday
ham,haha yeah i see that now be there in a sec
spam,customer service annoncement you have a new years delivery waiting for you please call 07046744435 now to arrange delivery
ham,midnight at the earliest
ham,aight call me once youre close
ham,theres someone here that has a year  ltgt  toyota camry like mr olayiwolas own mileage is  ltgt kits clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back
spam,latest nokia mobile or ipod mp3 player 400 proze guaranteed reply with win to 83355 now norcorp ltd150mtmsgrcvd18
ham,i tot u reach liao he said tshirt
ham,wen did you get so spiritual and deep thats great
ham,aight ill hit you up when i get some cash
ham,in fact when do you leave i think addie goes back to school tues or wed
ham,we are hoping to get away by 7 from langport you still up for town tonight
ham,am up to my eyes in philosophy
ham,carlos is taking his sweet time as usual so let me know when you and patty are donewant to smoke and ill tell him to haul ass
ham,idk im sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like im a failure in everything nobody wants me and now i feel like im failing you
ham,i got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  ltgt day return period ended
ham,have you bookedthe hut and also your time off how are you by the way
ham,yes princess i want to please you every night your wish is my command
ham,what hello wats talks email address
ham,tell me something thats okay
ham,my stomach has been thru so much trauma i swear i just cant eat i better lose weight
ham,lol u drunkard just doing my hair at d moment yeah still up 4 tonight wats the plan 
ham,kallis wont bat in 2nd innings
ham,but really quite funny lor wat then u shd haf run shorter distance wat
ham,tell them no need to investigate about me anywhere
ham,not a drop in the tank
ham,hello my little party animal i just thought id buzz you as you were with your friends grins reminding you were loved and send a naughty adoring kiss
ham,whatever im pretty pissed off
ham,yup he msg me is tat yijue then i tot its my group mate cos we meeting today mah im askin if  leaving earlier or wat mah cos mayb  haf to walk v far
ham,when is school starting where will you stay whats the weather like and the food do you have a social support system like friends in the school all these things are important
ham,i got a call from a landline number   i am asked to come to anna nagar    i will go in the afternoon
ham,well shes in for a big surprise
ham,also hi wesley howve you been
ham,tmr timin still da same wat cos i got lesson until 6
ham,thk shld b can ya i wana go 4 lessons haha can go for one whole stretch
ham,hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright  phews i miss you 
ham,do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love
ham,how i noe did  specify da domain as nusstu  still in sch
ham,moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night
ham,k ill be there before 4
ham,great to hear you are settling well so whats happenin wit ola
ham,i dont want you to leave but im barely doing what i can to stay sane fighting with you constantly isnt helping
ham,g wants to know where the fuck you are
ham,no datoday also i forgot
ham,aiyah ok wat as long as got improve can already wat
ham,give her something to drink if she takes it and doesnt vomit then you her temp might drop if she unmits however let me know
ham,wifehow she knew the time of murder exactly
ham,captain is in our room
spam,u r a winner u ave been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810710pmin 18 
ham,hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no
ham,send this to ur friends and receive something about ur voice how is my speaking expression 1childish 2naughty 3sentiment 4rowdy 5ful of attitude 6romantic 7shy 8attractive 9funny  ltgt irritating  ltgt lovable reply me
ham,ya ok then had dinner
ham,r u in this continent
ham,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs
ham,pls whats the full name of jokes school cos fees in university of florida seem to actually be  ltgt k pls holla back
ham,awesome text me when youre restocked
ham,today am going to college so am not able to atten the class
ham,7 at esplanade do  mind giving me a lift cos i got no car today
ham,its justbeen overa week since we broke up and already our brains are going to mush
ham,sorry ill call later
ham,either way works for me i am  ltgt  years old hope that doesnt bother you
ham,im home my love  if your still awake  loving kiss
ham,i am on the way to ur home
ham,aiyo please  got time meh
ham,im gonna say no sorry i would but as normal am starting to panic about time sorry again are you seeing on tuesday
ham,water logging in desert geoenvironmental implications
ham,oh fine ill be by tonight
ham,cha quiteamuzing thatscool babe
ham,i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of  ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob
ham,thanks for understanding ive been trying to tell sura that
ham,check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah
spam,urgent your mobile number has been awarded with a 2000 bonus caller prize call 09058095201 from land line valid 12hrs only
ham,just looked it up and addie goes back monday sucks to be her
ham,they r giving a second chance to rahul dengra
ham,got hella gas money want to go on a grand nature adventure with galileo in a little bit
ham,come to me right now ahmad
ham,tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas
ham,cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor then he started guessing who i was wif n he finally guessed darren lor
ham,nope but im going home now then go pump petrol lor like going 2 rain soon
ham,same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it dont matter
ham,i dont knw pa i just drink milk
ham,easy mate  guess the quick drink was bit ambitious
ham,rose for redred for bloodblood for heartheart for u but u for me send tis to all ur friends including me if u like me if u get back 1u r poor in relation 2u need some 1 to support 3u r frnd 2 many 4some1 luvs u 5 some1 is praying god to marry u try it
ham,and popping ltgt ibuprofens was no help
ham,i miss you so much im so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice i love you
ham,why didnt u call on your lunch
ham,lol please do actually send a pic of yourself right now i wanna see pose with a comb and hair dryer or something
ham,i am literally in bed and have been up for like  ltgt  hours
spam,urgent call 09061749602 from landline your complimentary 4 tenerife holiday or 10000 cash await collection sae tcs box 528 hp20 1yf 150ppm 18
